Start Time		End Time		Location	Activity
----------		--------		--------	--------
2012-11-16 11:15:55	2012-11-16 11:17:46	Basin		Grooming
2012-11-16 11:40:11	2012-11-16 11:47:53	Basin		Grooming
2012-11-16 12:09:10	2012-11-16 12:09:12	Door Bathroom		Snack
2012-11-16 12:09:32	2012-11-16 12:09:33	Door Kitchen		Snack
2012-11-16 12:09:36	2012-11-16 12:09:42	Fridge		Snack
2012-11-16 12:09:55	2012-11-16 12:09:57	Door Kitchen		Snack
2012-11-16 12:10:06	2012-11-16 12:10:12	Maindoor		Leaving
2012-11-16 12:53:43	2012-11-16 12:53:49	Maindoor		Leaving
2012-11-16 12:56:18	2012-11-16 12:56:20	Door Bedroom		Spare_Time/TV
2012-11-16 12:56:28	2012-11-16 12:56:31	Door Bathroom		Spare_Time/TV
2012-11-16 12:57:53	2012-11-16 13:51:51	Seat		Spare_Time/TV
2012-11-16 13:52:08	2012-11-16 13:52:12	Door Bathroom		Spare_Time/TV
2012-11-16 13:52:35	2012-11-16 13:52:39	Door Kitchen		Spare_Time/TV
2012-11-16 14:19:00	2012-11-16 14:19:05	Door Bathroom		Lunch
2012-11-16 14:19:13	2012-11-16 14:19:16	Door Kitchen		Lunch
2012-11-16 14:20:40	2012-11-16 14:20:47	Cupboard		Lunch
2012-11-16 14:21:55	2012-11-16 14:21:59	Door Kitchen		Lunch
2012-11-16 14:22:08	2012-11-16 14:22:11	Door Bathroom		Lunch
2012-11-16 14:26:08	2012-11-16 14:26:11	Door Bathroom		Lunch
2012-11-16 14:26:19	2012-11-16 14:26:22	Door Kitchen		Lunch
2012-11-16 14:28:38	2012-11-16 14:28:41	Door Kitchen		Lunch
2012-11-16 14:28:49	2012-11-16 14:28:53	Door Bathroom		Lunch
2012-11-16 14:48:03	2012-11-16 14:48:06	Door Bathroom		Lunch
2012-11-16 14:48:16	2012-11-16 14:48:19	Door Kitchen		Lunch
2012-11-16 14:49:38	2012-11-16 14:49:40	Door Kitchen		Lunch
2012-11-16 14:49:50	2012-11-16 14:49:53	Door Bathroom		Lunch
2012-11-16 14:54:19	2012-11-16 14:54:22	Door Bathroom		Lunch
2012-11-16 14:54:31	2012-11-16 14:54:57	Door Kitchen		Lunch
2012-11-16 14:55:53	2012-11-16 14:55:55	Door Kitchen		Lunch
2012-11-16 15:05:28	2012-11-16 15:06:56	Toilet		Toileting
2012-11-16 15:17:35	2012-11-16 15:17:42	Maindoor		Leaving
2012-11-16 18:03:58	2012-11-16 18:04:03	Maindoor		Leaving
2012-11-16 18:04:19	2012-11-16 18:04:23	Door Bathroom		Leaving
2012-11-16 18:04:38	2012-11-16 18:04:41	Door Bathroom		Leaving
2012-11-16 18:09:09	2012-11-16 18:10:06	Toilet		Toileting
2012-11-16 18:10:54	2012-11-16 18:10:57	Door Bathroom		Toileting
2012-11-16 18:11:36	2012-11-16 18:11:39	Door Bathroom		Snack
2012-11-16 18:11:50	2012-11-16 18:11:55	Door Kitchen		Snack
2012-11-16 18:14:38	2012-11-16 18:14:49	Fridge		Snack
2012-11-16 18:16:25	2012-11-16 18:16:28	Door Kitchen		Spare_Time/TV
2012-11-16 18:16:56	2012-11-16 18:16:59	Door Bathroom		Spare_Time/TV
2012-11-16 18:18:11	2012-11-16 20:16:59	Seat		Spare_Time/TV
2012-11-16 20:17:15	2012-11-16 20:17:18	Door Bathroom		Spare_Time/TV
2012-11-16 20:17:30	2012-11-16 20:17:38	Door Kitchen		Spare_Time/TV
2012-11-16 20:17:55	2012-11-16 20:17:57	Door Kitchen		Spare_Time/TV
2012-11-16 20:19:13	2012-11-16 20:19:17	Door Bathroom		Spare_Time/TV
2012-11-16 20:25:24	2012-11-16 20:34:00	Seat		Spare_Time/TV
2012-11-16 20:34:06	2012-11-16 20:34:09	Door Bathroom		Spare_Time/TV
2012-11-16 20:34:20	2012-11-16 20:34:24	Door Kitchen		Spare_Time/TV
2012-11-16 20:34:37	2012-11-16 20:34:39	Door Kitchen		Spare_Time/TV
2012-11-16 20:34:53	2012-11-16 20:34:56	Door Bathroom		Spare_Time/TV
2012-11-16 20:35:02	2012-11-16 21:37:49	Seat		Spare_Time/TV
2012-11-16 21:38:15	2012-11-16 21:38:20	Door Bathroom		Spare_Time/TV
2012-11-16 22:10:15	2012-11-16 22:10:41	Basin		Grooming
2012-11-16 22:18:02	2012-11-16 22:18:04	Door Bathroom		Leaving
2012-11-16 22:18:41	2012-11-16 22:18:52	Maindoor		Leaving
2012-11-17 02:19:50	2012-11-17 02:19:56	Maindoor		Leaving
2012-11-17 02:26:35	2012-11-17 02:29:42	Basin		Grooming
2012-11-17 02:34:31	2012-11-17 02:34:35	Door Bedroom		Sleeping
2012-11-17 02:36:06	2012-11-17 09:45:27	Bed		Sleeping
2012-11-17 09:46:31	2012-11-17 09:46:36	Door Bedroom		Sleeping
2012-11-17 09:52:17	2012-11-17 09:53:22	Toilet		Toileting
2012-11-17 09:57:25	2012-11-17 09:57:28	Door Bathroom		Breakfast
2012-11-17 09:57:38	2012-11-17 09:57:42	Door Kitchen		Breakfast
2012-11-17 09:58:41	2012-11-17 09:58:47	Fridge		Breakfast
2012-11-17 09:59:02	2012-11-17 09:59:05	Fridge		Breakfast
2012-11-17 09:59:26	2012-11-17 10:00:56	Microwave		Breakfast
2012-11-17 10:03:54	2012-11-17 10:03:58	Door Kitchen		Breakfast
2012-11-17 10:21:27	2012-11-17 10:25:32	Basin		Grooming
2012-11-17 10:29:13	2012-11-17 10:34:23	Basin		Grooming
2012-11-17 10:38:46	2012-11-17 10:42:03	Basin		Grooming
2012-11-17 10:47:19	2012-11-17 10:47:27	Maindoor		Leaving
2012-11-17 12:14:48	2012-11-17 12:14:55	Maindoor		Leaving
2012-11-17 12:35:58	2012-11-17 12:43:48	Basin		Grooming
2012-11-17 12:45:24	2012-11-17 12:45:27	Door Bathroom		Spare_Time/TV
2012-11-17 12:45:48	2012-11-17 14:07:06	Seat		Spare_Time/TV
2012-11-17 14:08:25	2012-11-17 14:08:28	Door Bathroom		Spare_Time/TV
2012-11-17 14:08:37	2012-11-17 14:08:42	Door Kitchen		Spare_Time/TV
2012-11-17 14:08:52	2012-11-17 14:08:54	Door Kitchen		Spare_Time/TV
2012-11-17 14:09:04	2012-11-17 14:09:07	Door Bathroom		Spare_Time/TV
2012-11-17 14:10:53	2012-11-17 14:31:50	Seat		Spare_Time/TV
2012-11-17 14:31:55	2012-11-17 14:31:58	Door Bathroom		Spare_Time/TV
2012-11-17 14:42:13	2012-11-17 14:42:16	Maindoor		Leaving
2012-11-17 16:24:08	2012-11-17 16:24:13	Maindoor		Leaving
2012-11-17 16:24:45	2012-11-17 16:24:48	Door Bedroom		Leaving
2012-11-17 16:30:26	2012-11-17 16:30:35	Basin		Toileting
2012-11-17 16:30:54	2012-11-17 16:30:57	Door Bathroom		Toileting
2012-11-17 16:32:01	2012-11-17 16:32:04	Door Bathroom		Spare_Time/TV
2012-11-17 16:32:11	2012-11-17 16:32:14	Door Kitchen		Spare_Time/TV
2012-11-17 16:32:32	2012-11-17 16:32:35	Door Kitchen		Spare_Time/TV
2012-11-17 16:32:45	2012-11-17 16:32:48	Door Bathroom		Spare_Time/TV
2012-11-17 16:33:18	2012-11-17 17:27:38	Seat		Spare_Time/TV
2012-11-17 17:28:53	2012-11-17 17:28:55	Door Bathroom		Spare_Time/TV
2012-11-17 17:39:30	2012-11-17 17:39:34	Door Bathroom		Spare_Time/TV
2012-11-17 18:00:34	2012-11-17 18:00:37	Door Bathroom		Spare_Time/TV
2012-11-17 18:37:50	2012-11-17 18:37:53	Door Bathroom		Spare_Time/TV
2012-11-17 19:00:54	2012-11-17 19:00:58	Door Bathroom		Spare_Time/TV
2012-11-17 19:01:07	2012-11-17 19:01:09	Door Kitchen		Spare_Time/TV
2012-11-17 19:01:21	2012-11-17 19:01:30	Door Kitchen		Spare_Time/TV
2012-11-17 19:01:38	2012-11-17 19:01:41	Door Bathroom		Spare_Time/TV
2012-11-17 19:02:11	2012-11-17 19:37:31	Seat		Spare_Time/TV
2012-11-17 19:39:25	2012-11-17 19:39:28	Door Bathroom		Spare_Time/TV
2012-11-17 19:39:42	2012-11-17 19:39:45	Door Kitchen		Spare_Time/TV
2012-11-17 19:41:32	2012-11-17 19:41:35	Door Kitchen		Spare_Time/TV
2012-11-17 19:41:52	2012-11-17 19:41:55	Door Bathroom		Spare_Time/TV
2012-11-17 19:43:15	2012-11-17 20:25:55	Seat		Spare_Time/TV
2012-11-17 20:26:26	2012-11-17 20:26:29	Door Bathroom		Spare_Time/TV
2012-11-17 20:26:41	2012-11-17 20:26:50	Door Kitchen		Spare_Time/TV
2012-11-17 20:26:26	2012-11-17 20:26:29	Door Bathroom		Snack
2012-11-17 20:26:41	2012-11-17 20:26:50	Door Kitchen		Snack
2012-11-17 20:26:54	2012-11-17 20:27:41	Microwave		Snack
2012-11-17 20:27:51	2012-11-17 20:27:58	Door Kitchen		Snack
2012-11-17 20:28:08	2012-11-17 20:28:12	Door Bathroom		Snack
2012-11-17 20:30:55	2012-11-17 20:30:58	Door Bathroom		Snack
2012-11-17 20:31:07	2012-11-17 20:31:11	Door Kitchen		Snack
2012-11-17 20:31:15	2012-11-17 20:31:22	Microwave		Snack
2012-11-17 20:31:27	2012-11-17 20:31:33	Door Kitchen		Snack
2012-11-17 20:44:35	2012-11-17 20:45:44	Toilet		Toileting
2012-11-17 20:46:00	2012-11-17 20:46:28	Basin		Grooming
2012-11-17 20:46:41	2012-11-17 20:46:42	Door Bedroom		Grooming
2012-11-17 20:46:53	2012-11-17 20:46:57	Door Bedroom		Grooming
2012-11-17 20:54:16	2012-11-17 20:55:17	Basin		Grooming
2012-11-17 21:19:07	2012-11-17 21:19:16	Maindoor		Leaving
2012-11-18 00:31:17	2012-11-18 00:31:20	Maindoor		Leaving
2012-11-18 00:39:21	2012-11-18 00:39:24	Door Bathroom		Spare_Time/TV
2012-11-18 00:40:24	2012-11-18 01:33:24	Seat		Spare_Time/TV
2012-11-18 01:34:06	2012-11-18 01:34:09	Door Bathroom		Spare_Time/TV
2012-11-18 01:39:12	2012-11-18 01:39:19	Door Bedroom		Sleeping
2012-11-18 01:40:18	2012-11-18 08:56:33	Bed		Sleeping
2012-11-18 08:57:38	2012-11-18 08:57:42	Door Bedroom		Sleeping
2012-11-18 08:57:45	2012-11-18 08:57:49	Door Bathroom		Sleeping
2012-11-18 09:05:11	2012-11-18 09:06:13	Toilet		Toileting
2012-11-18 09:07:25	2012-11-18 09:07:28	Door Kitchen		Breakfast
2012-11-18 09:09:25	2012-11-18 09:09:30	Fridge		Breakfast
2012-11-18 09:09:45	2012-11-18 09:11:18	Microwave		Breakfast
2012-11-18 09:12:20	2012-11-18 09:12:22	Fridge		Breakfast
2012-11-18 09:14:33	2012-11-18 09:14:35	Door Kitchen		Breakfast
2012-11-18 09:22:11	2012-11-18 09:29:48	Shower		Showering
2012-11-18 09:30:21	2012-11-18 09:39:49	Basin		Grooming
2012-11-18 09:41:18	2012-11-18 09:44:55	Basin		Grooming
2012-11-18 09:59:28	2012-11-18 09:59:31	Maindoor		Leaving
2012-11-18 10:06:49	2012-11-18 10:06:54	Maindoor		Leaving
2012-11-18 10:36:39	2012-11-18 10:36:42	Door Bathroom		Spare_Time/TV
2012-11-18 10:37:33	2012-11-18 10:48:57	Seat		Spare_Time/TV
2012-11-18 10:48:58	2012-11-18 10:49:01	Door Bathroom		Spare_Time/TV
2012-11-18 10:53:04	2012-11-18 10:53:06	Maindoor		Leaving
2012-11-18 14:34:08	2012-11-18 14:34:12	Maindoor		Leaving
2012-11-18 14:34:18	2012-11-18 14:34:20	Door Bathroom		Leaving
2012-11-18 14:50:05	2012-11-18 14:50:08	Door Bathroom		Lunch
2012-11-18 14:50:29	2012-11-18 14:50:32	Door Bathroom		Lunch
2012-11-18 14:50:49	2012-11-18 14:50:52	Door Kitchen		Lunch
2012-11-18 14:51:04	2012-11-18 14:51:14	Cupboard		Lunch
2012-11-18 14:55:20	2012-11-18 14:55:24	Door Kitchen		Lunch
2012-11-18 14:55:34	2012-11-18 14:55:37	Door Bathroom		Lunch
2012-11-18 14:56:08	2012-11-18 14:56:11	Door Bathroom		Lunch
2012-11-18 14:56:20	2012-11-18 14:56:26	Door Kitchen		Lunch
2012-11-18 14:57:39	2012-11-18 14:57:42	Door Kitchen		Lunch
2012-11-18 14:57:54	2012-11-18 14:57:58	Door Bathroom		Lunch
2012-11-18 17:14:29	2012-11-18 17:14:32	Door Bathroom		Snack
2012-11-18 17:14:42	2012-11-18 17:14:45	Door Kitchen		Snack
2012-11-18 17:20:05	2012-11-18 17:20:07	Door Kitchen		Snack
2012-11-18 17:44:27	2012-11-18 17:44:29	Door Bathroom		Grooming
2012-11-18 17:45:33	2012-11-18 17:45:36	Door Bathroom		Spare_Time/TV
2012-11-18 17:46:17	2012-11-18 18:24:02	Seat		Spare_Time/TV
2012-11-18 18:25:14	2012-11-18 18:25:17	Door Bathroom		Spare_Time/TV
2012-11-18 18:25:29	2012-11-18 18:25:31	Door Kitchen		Spare_Time/TV
2012-11-18 18:29:38	2012-11-18 18:29:42	Door Kitchen		Spare_Time/TV
2012-11-18 18:29:51	2012-11-18 18:29:57	Door Bathroom		Spare_Time/TV
2012-11-18 18:30:19	2012-11-18 18:30:21	Door Bathroom		Spare_Time/TV
2012-11-18 18:30:29	2012-11-18 18:30:33	Door Kitchen		Spare_Time/TV
2012-11-18 18:32:07	2012-11-18 18:32:14	Door Kitchen		Spare_Time/TV
2012-11-18 18:32:22	2012-11-18 18:32:25	Door Bathroom		Spare_Time/TV
2012-11-18 18:32:43	2012-11-18 18:47:33	Seat		Spare_Time/TV
2012-11-18 18:47:37	2012-11-18 18:47:40	Door Bathroom		Spare_Time/TV
2012-11-18 18:49:30	2012-11-18 18:49:34	Door Bathroom		Spare_Time/TV
2012-11-18 18:54:04	2012-11-18 19:39:37	Seat		Spare_Time/TV
2012-11-18 19:40:06	2012-11-18 19:40:09	Door Bathroom		Spare_Time/TV
2012-11-18 19:40:19	2012-11-18 19:40:26	Door Kitchen		Spare_Time/TV
2012-11-18 19:53:25	2012-11-18 19:53:33	Maindoor		Leaving
2012-11-18 22:23:36	2012-11-18 22:23:43	Maindoor		Leaving
2012-11-18 22:24:01	2012-11-18 22:24:03	Door Kitchen		Dinner
2012-11-18 22:24:22	2012-11-18 22:24:28	Fridge		Dinner
2012-11-18 22:25:05	2012-11-18 22:25:09	Fridge		Dinner
2012-11-18 22:26:03	2012-11-18 22:26:05	Door Kitchen		Dinner
2012-11-18 22:26:19	2012-11-18 22:26:22	Door Bathroom		Dinner
2012-11-18 22:26:30	2012-11-18 22:26:33	Door Bathroom		Dinner
2012-11-18 22:26:50	2012-11-18 22:26:59	Door Bedroom		Dinner
2012-11-18 22:30:32	2012-11-18 22:34:31	Basin		Grooming
2012-11-18 22:40:46	2012-11-18 22:42:51	Basin		Grooming
2012-11-18 22:43:37	2012-11-18 22:43:40	Door Bathroom		Spare_Time/TV
2012-11-18 23:00:21	2012-11-18 23:00:24	Door Bathroom		Snack
2012-11-18 23:00:36	2012-11-18 23:00:42	Door Kitchen		Snack
2012-11-18 23:02:40	2012-11-18 23:02:44	Door Kitchen		Snack
2012-11-18 23:02:52	2012-11-18 23:02:55	Door Bathroom		Snack
2012-11-18 23:03:09	2012-11-18 23:03:11	Door Bathroom		Grooming
2012-11-18 23:03:16	2012-11-18 23:03:18	Basin		Grooming
2012-11-18 23:03:23	2012-11-18 23:03:26	Door Bathroom		Grooming
2012-11-18 23:05:14	2012-11-18 23:05:16	Door Kitchen		Spare_Time/TV
2012-11-18 23:05:21	2012-11-18 23:05:24	Door Bathroom		Spare_Time/TV
2012-11-18 23:06:14	2012-11-19 00:07:00	Seat		Spare_Time/TV
2012-11-19 00:08:50	2012-11-19 00:08:53	Door Bathroom		Spare_Time/TV
2012-11-19 00:12:02	2012-11-19 00:12:43	Toilet		Toileting
2012-11-19 00:12:54	2012-11-19 00:12:58	Door Bedroom		Toileting
2012-11-19 00:14:12	2012-11-19 10:07:46	Bed		Sleeping
2012-11-19 10:09:46	2012-11-19 10:09:53	Door Bedroom		Sleeping
2012-11-19 10:11:10	2012-11-19 10:12:20	Toilet		Toileting
2012-11-19 10:13:23	2012-11-19 10:13:27	Door Kitchen		Breakfast
2012-11-19 10:14:01	2012-11-19 10:14:05	Fridge		Breakfast
2012-11-19 10:14:30	2012-11-19 10:14:34	Fridge		Breakfast
2012-11-19 10:14:51	2012-11-19 10:17:12	Microwave		Breakfast
2012-11-19 10:24:30	2012-11-19 10:24:48	Fridge		Breakfast
2012-11-19 10:25:00	2012-11-19 10:25:03	Door Kitchen		Breakfast
2012-11-19 10:25:14	2012-11-19 10:25:28	Door Bathroom		Breakfast
2012-11-19 10:34:14	2012-11-19 10:34:17	Door Bathroom		Spare_Time/TV
2012-11-19 10:36:08	2012-11-19 11:27:24	Seat		Spare_Time/TV
2012-11-19 11:27:41	2012-11-19 11:27:46	Door Bathroom		Spare_Time/TV
2012-11-19 11:51:33	2012-11-19 11:52:55	Basin		Grooming
2012-11-19 11:59:03	2012-11-19 12:01:41	Basin		Grooming
2012-11-19 12:04:33	2012-11-19 12:11:29	Shower		Showering
2012-11-19 12:14:31	2012-11-19 12:15:25	Toilet		Toileting
2012-11-19 12:17:57	2012-11-19 12:18:16	Basin		Grooming
2012-11-19 12:29:15	2012-11-19 12:29:18	Door Bathroom		Grooming
2012-11-19 12:29:45	2012-11-19 12:33:30	Basin		Grooming
2012-11-19 12:41:03	2012-11-19 12:41:06	Door Bathroom		Spare_Time/TV
2012-11-19 12:42:39	2012-11-19 14:26:04	Seat		Spare_Time/TV
2012-11-19 14:27:01	2012-11-19 14:27:03	Door Bathroom		Grooming
2012-11-19 14:27:08	2012-11-19 14:27:31	Basin		Grooming
2012-11-19 14:27:46	2012-11-19 14:27:49	Door Bathroom		Grooming
2012-11-19 14:29:27	2012-11-19 14:29:28	Basin		Grooming
2012-11-19 14:30:12	2012-11-19 14:30:22	Door Bedroom		Toileting
2012-11-19 14:30:57	2012-11-19 14:30:59	Door Bedroom		Toileting
2012-11-19 14:31:44	2012-11-19 14:31:47	Maindoor		Leaving
2012-11-19 15:52:29	2012-11-19 15:52:33	Maindoor		Leaving
2012-11-19 15:52:33	2012-11-19 15:52:35	Door Bathroom		Leaving
2012-11-19 15:54:05	2012-11-19 15:54:08	Door Bathroom		Toileting
2012-11-19 15:54:11	2012-11-19 15:54:51	Toilet		Toileting
2012-11-19 15:54:13	2012-11-19 15:54:15	Door Bathroom		Toileting
2012-11-19 15:55:22	2012-11-19 15:55:24	Door Bathroom		Snack
2012-11-19 15:55:28	2012-11-19 15:55:32	Door Kitchen		Snack
2012-11-19 15:55:50	2012-11-19 15:55:52	Fridge		Snack
2012-11-19 16:00:14	2012-11-19 16:02:08	Microwave		Snack
2012-11-19 16:02:38	2012-11-19 16:04:57	Microwave		Snack
2012-11-19 16:05:10	2012-11-19 16:05:12	Fridge		Snack
2012-11-19 16:07:47	2012-11-19 16:07:49	Door Kitchen		Snack
2012-11-19 16:08:03	2012-11-19 16:08:05	Door Bathroom		Spare_Time/TV
2012-11-19 16:09:01	2012-11-19 19:42:01	Seat		Spare_Time/TV
2012-11-19 19:44:31	2012-11-19 19:44:35	Door Bathroom		Spare_Time/TV
2012-11-19 19:56:38	2012-11-19 19:56:44	Door Bathroom		Spare_Time/TV
2012-11-19 19:56:49	2012-11-19 21:29:28	Seat		Spare_Time/TV
2012-11-19 21:31:03	2012-11-19 21:31:06	Door Bathroom		Spare_Time/TV
2012-11-19 21:31:15	2012-11-19 21:31:18	Door Bathroom		Spare_Time/TV
2012-11-19 21:59:27	2012-11-19 21:59:31	Door Bathroom		Spare_Time/TV
2012-11-19 21:59:43	2012-11-19 21:59:46	Door Kitchen		Spare_Time/TV
2012-11-19 21:59:27	2012-11-19 21:59:31	Door Bathroom		Dinner
2012-11-19 21:59:43	2012-11-19 21:59:46	Door Kitchen		Dinner
2012-11-19 22:00:33	2012-11-19 22:02:33	Microwave		Dinner
2012-11-19 22:00:49	2012-11-19 22:01:00	Fridge		Dinner
2012-11-19 22:01:43	2012-11-19 22:01:49	Cupboard		Dinner
2012-11-19 22:04:37	2012-11-19 22:04:39	Door Kitchen		Dinner
2012-11-19 22:25:06	2012-11-19 22:29:51	Basin		Grooming
2012-11-19 22:31:06	2012-11-19 22:31:25	Door Kitchen		Snack
2012-11-19 22:31:55	2012-11-19 22:31:59	Fridge		Snack
2012-11-19 22:32:04	2012-11-19 22:32:06	Door Kitchen		Snack
2012-11-19 22:32:32	2012-11-19 22:32:40	Door Bathroom		Snack
2012-11-19 22:32:04	2012-11-19 22:32:06	Door Kitchen		Spare_Time/TV
2012-11-19 22:32:32	2012-11-19 22:32:40	Door Bathroom		Spare_Time/TV
2012-11-19 22:33:14	2012-11-20 00:20:40	Seat		Spare_Time/TV
2012-11-20 00:22:45	2012-11-20 00:22:48	Door Bathroom		Spare_Time/TV
2012-11-20 00:23:22	2012-11-20 00:23:24	Door Kitchen		Spare_Time/TV
2012-11-20 00:23:55	2012-11-20 00:23:56	Door Kitchen		Spare_Time/TV
2012-11-20 00:24:11	2012-11-20 00:24:46	Door Bathroom		Spare_Time/TV
2012-11-20 00:25:16	2012-11-20 01:21:06	Seat		Spare_Time/TV
2012-11-20 01:22:28	2012-11-20 01:22:31	Door Bathroom		Spare_Time/TV
2012-11-20 01:23:50	2012-11-20 01:24:45	Toilet		Toileting
2012-11-20 01:25:13	2012-11-20 01:25:15	Door Bedroom		Sleeping
2012-11-20 01:27:11	2012-11-20 09:56:13	Bed		Sleeping
2012-11-20 09:58:33	2012-11-20 09:58:36	Door Bedroom		Sleeping
2012-11-20 10:21:02	2012-11-20 10:21:06	Door Bathroom		Breakfast
2012-11-20 10:21:18	2012-11-20 10:21:21	Door Bathroom		Breakfast
2012-11-20 10:21:42	2012-11-20 10:21:48	Door Kitchen		Breakfast
2012-11-20 10:24:54	2012-11-20 10:24:59	Fridge		Breakfast
2012-11-20 10:30:40	2012-11-20 10:30:42	Door Kitchen		Breakfast
2012-11-20 10:40:35	2012-11-20 10:48:18	Basin		Grooming
2012-11-20 10:53:53	2012-11-20 10:58:41	Basin		Grooming
2012-11-20 11:00:16	2012-11-20 11:00:18	Door Kitchen		Snack
2012-11-20 11:00:51	2012-11-20 11:00:55	Fridge		Snack
2012-11-20 11:14:42	2012-11-20 11:14:44	Door Kitchen		Snack
2012-11-20 11:15:22	2012-11-20 11:15:24	Door Bathroom		Spare_Time/TV
2012-11-20 11:17:14	2012-11-20 12:54:10	Seat		Spare_Time/TV
2012-11-20 12:55:40	2012-11-20 12:55:42	Door Bathroom		Spare_Time/TV
2012-11-20 13:03:28	2012-11-20 13:03:31	Door Kitchen		Snack
2012-11-20 13:04:59	2012-11-20 13:05:15	Fridge		Snack
2012-11-20 13:09:55	2012-11-20 13:09:57	Door Kitchen		Snack
2012-11-20 13:33:12	2012-11-20 13:33:15	Door Kitchen		Spare_Time/TV
2012-11-20 13:33:25	2012-11-20 13:33:27	Door Bathroom		Spare_Time/TV
2012-11-20 13:38:23	2012-11-20 13:38:26	Door Bathroom		Spare_Time/TV
2012-11-20 14:10:03	2012-11-20 14:10:06	Door Bathroom		Spare_Time/TV
2012-11-20 14:24:52	2012-11-20 14:24:55	Door Bathroom		Spare_Time/TV
2012-11-20 14:25:11	2012-11-20 14:25:14	Door Kitchen		Lunch
2012-11-20 14:27:09	2012-11-20 14:27:29	Cupboard		Lunch
2012-11-20 14:30:21	2012-11-20 14:30:24	Door Kitchen		Lunch
2012-11-20 14:30:33	2012-11-20 14:30:36	Door Bathroom		Lunch
2012-11-20 14:35:55	2012-11-20 14:35:58	Door Bathroom		Lunch
2012-11-20 14:36:07	2012-11-20 14:36:18	Door Kitchen		Lunch
2012-11-20 14:37:41	2012-11-20 14:38:26	Fridge		Lunch
2012-11-20 14:38:35	2012-11-20 14:38:37	Door Kitchen		Lunch
2012-11-20 14:38:46	2012-11-20 14:38:50	Door Bathroom		Lunch
2012-11-20 14:56:22	2012-11-20 14:56:25	Door Bathroom		Lunch
2012-11-20 15:12:15	2012-11-20 15:12:19	Door Kitchen		Spare_Time/TV
2012-11-20 15:12:28	2012-11-20 15:12:32	Door Bathroom		Spare_Time/TV
2012-11-20 15:13:42	2012-11-20 15:42:12	Seat		Spare_Time/TV
2012-11-20 15:43:22	2012-11-20 15:43:24	Door Bathroom		Spare_Time/TV
2012-11-20 15:43:26	2012-11-20 15:43:30	Door Kitchen		Spare_Time/TV
2012-11-20 15:54:27	2012-11-20 15:55:27	Toilet		Toileting
2012-11-20 15:54:40	2012-11-20 15:54:43	Door Bathroom		Toileting
2012-11-20 15:59:15	2012-11-20 15:59:19	Maindoor		Leaving
2012-11-20 20:31:14	2012-11-20 20:31:21	Maindoor		Leaving
2012-11-20 20:34:04	2012-11-20 20:34:07	Door Bathroom		Spare_Time/TV
2012-11-20 20:35:44	2012-11-20 20:37:34	Seat		Spare_Time/TV
2012-11-20 20:37:51	2012-11-20 20:37:53	Door Bathroom		Spare_Time/TV
2012-11-20 20:37:55	2012-11-20 20:37:58	Door Bathroom		Spare_Time/TV
2012-11-20 20:38:01	2012-11-20 21:50:17	Seat		Spare_Time/TV
2012-11-20 21:51:29	2012-11-20 21:51:32	Door Bathroom		Spare_Time/TV
2012-11-20 21:51:47	2012-11-20 21:51:55	Door Kitchen		Spare_Time/TV
2012-11-20 21:57:09	2012-11-20 21:57:12	Door Kitchen		Spare_Time/TV
2012-11-20 21:57:21	2012-11-20 21:57:24	Door Bathroom		Spare_Time/TV
2012-11-20 21:58:06	2012-11-21 00:01:12	Seat		Spare_Time/TV
2012-11-21 00:03:42	2012-11-21 00:03:44	Door Bathroom		Grooming
2012-11-21 00:03:51	2012-11-21 00:04:06	Basin		Grooming
2012-11-21 00:09:47	2012-11-21 00:09:50	Door Bathroom		Grooming
2012-11-21 00:12:15	2012-11-21 00:12:17	Door Bedroom		Sleeping
2012-11-21 00:12:54	2012-11-21 09:52:47	Bed		Sleeping
2012-11-21 09:53:10	2012-11-21 09:53:12	Door Bedroom		Sleeping
2012-11-21 09:59:00	2012-11-21 10:00:07	Toilet		Toileting
2012-11-21 10:00:18	2012-11-21 10:00:21	Door Bathroom		Toileting
2012-11-21 10:01:00	2012-11-21 10:01:03	Door Bathroom		Breakfast
2012-11-21 10:01:21	2012-11-21 10:01:23	Door Kitchen		Breakfast
2012-11-21 10:02:32	2012-11-21 10:02:35	Fridge		Breakfast
2012-11-21 10:02:48	2012-11-21 10:02:51	Fridge		Breakfast
2012-11-21 10:06:33	2012-11-21 10:06:39	Fridge		Breakfast
2012-11-21 10:06:48	2012-11-21 10:06:50	Door Kitchen		Breakfast
2012-11-21 10:07:00	2012-11-21 10:07:03	Door Bathroom		Spare_Time/TV
2012-11-21 10:09:07	2012-11-21 11:30:29	Seat		Spare_Time/TV
2012-11-21 11:32:56	2012-11-21 11:32:59	Door Bathroom		Spare_Time/TV
2012-11-21 11:37:57	2012-11-21 11:44:26	Basin		Grooming
2012-11-21 11:49:51	2012-11-21 11:52:45	Basin		Grooming
2012-11-21 12:01:48	2012-11-21 12:01:51	Maindoor		Leaving
2012-11-21 12:26:05	2012-11-21 12:26:10	Maindoor		Leaving
2012-11-21 12:45:13	2012-11-21 12:45:16	Door Bathroom		Spare_Time/TV
2012-11-21 12:46:06	2012-11-21 13:26:17	Seat		Spare_Time/TV
2012-11-21 13:27:47	2012-11-21 13:27:50	Door Bathroom		Spare_Time/TV
2012-11-21 14:10:33	2012-11-21 14:10:36	Door Kitchen		Spare_Time/TV
